name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Phocaeicola vulgatus	821	S	648613	-648613	0	0.00000
Phocaeicola dorei	357276	S	76237	-76237	0	0.00000
Phocaeicola salanitronis	376805	S	3777	-3777	0	0.00000
Bacteroides thetaiotaomicron	818	S	264307	-264307	0	0.00000
Bacteroides caccae	47678	S	172850	-172850	0	0.00000
Bacteroides fragilis	817	S	60750	-60750	0	0.00000
Bacteroides ovatus	28116	S	51154	-51154	0	0.00000
Bacteroides sp. M10	2763022	S	7767	-7767	0	0.00000
Bacteroides sp. HF-5287	2650157	S	7624	-7624	0	0.00000
Bacteroides sp. HF-162	2785531	S	5473	-5473	0	0.00000
Bacteroides sp. HF-5141	2650158	S	4367	-4367	0	0.00000
Bacteroides sp. CACC 737	2755405	S	4296	-4296	0	0.00000
Bacteroides sp. CBA7301	2715212	S	4238	-4238	0	0.00000
Bacteroides sp. A1C1	2528203	S	3516	-3516	0	0.00000
Bacteroides sp. PHL 2737	2162637	S	122	-122	0	0.00000
Bacteroides uniformis	820	S	33627	-33627	0	0.00000
Bacteroides xylanisolvens	371601	S	17419	-17419	0	0.00000
Bacteroides cellulosilyticus	246787	S	11269	-11269	0	0.00000
Bacteroides caecimuris	1796613	S	9168	-9168	0	0.00000
Bacteroides intestinalis	329854	S	3694	-3694	0	0.00000
Bacteroides helcogenes	290053	S	2469	-2469	0	0.00000
Bacteroides zoogleoformans	28119	S	2467	-2467	0	0.00000
Bacteroides heparinolyticus	28113	S	1976	-1976	0	0.00000
Bacteroides coprosuis	151276	S	513	-513	0	0.00000
Prevotella ruminicola	839	S	32487	-32487	0	0.00000
Prevotella melaninogenica	28132	S	25040	-25040	0	0.00000
Prevotella intermedia	28131	S	21676	-21676	0	0.00000
Prevotella oris	28135	S	20323	-20323	0	0.00000
Prevotella dentalis	52227	S	19440	-19440	0	0.00000
Prevotella fusca	589436	S	13937	-13937	0	0.00000
Prevotella denticola	28129	S	12044	-12044	0	0.00000
Prevotella scopos	589437	S	6720	-6720	0	0.00000
Prevotella jejuni	1177574	S	6496	-6496	0	0.00000
Prevotella enoeca	76123	S	6144	-6144	0	0.00000
Prevotella sp. oral taxon 299	652716	S	3838	-3838	0	0.00000
Paraprevotella xylaniphila	454155	S	8321	-8321	0	0.00000
Alloprevotella sp. E39	2133944	S	1380	-1380	0	0.00000
Odoribacter splanchnicus	28118	S	72982	-72982	0	0.00000
Butyricimonas faecalis	2093856	S	17663	-17663	0	0.00000
Parabacteroides distasonis	823	S	14097	-14097	0	0.00000
Parabacteroides sp. CT06	2025876	S	4453	-4453	0	0.00000
Tannerella sp. oral taxon HOT-286	712710	S	757	-757	0	0.00000
Tannerella forsythia	28112	S	548	-548	0	0.00000
Alistipes megaguti	2364787	S	27316	-27316	0	0.00000
Alistipes shahii	328814	S	9692	-9692	0	0.00000
Alistipes indistinctus	626932	S	6034	-6034	0	0.00000
Alistipes communis	2585118	S	2767	-2767	0	0.00000
Alistipes onderdonkii	328813	S	866	-866	0	0.00000
Alistipes finegoldii	214856	S	853	-853	0	0.00000
Alistipes dispar	2585119	S	279	-279	0	0.00000
Alistipes sp. dk3624	2662363	S	212	-212	0	0.00000
Mucinivorans hirudinis	1433126	S	474	-474	0	0.00000
Muribaculum sp. TLL-A4	2530390	S	1475	-1475	0	0.00000
Muribaculum intestinale	1796646	S	1250	-1250	0	0.00000
Duncaniella dubosii	2518971	S	1245	-1245	0	0.00000
Barnesiella viscericola	397865	S	2896	-2896	0	0.00000
Porphyromonas gingivalis	837	S	1211	-1211	0	0.00000
Porphyromonas crevioricanis	393921	S	389	-389	0	0.00000
Porphyromonas asaccharolytica	28123	S	376	-376	0	0.00000
Porphyromonas cangingivalis	36874	S	250	-250	0	0.00000
Petrimonas mucosa	1642646	S	1014	-1014	0	0.00000
Dysgonomonas sp. HDW5B	2714927	S	182	-182	0	0.00000
Dysgonomonas sp. HDW5A	2714926	S	54	-54	0	0.00000
Proteiniphilum saccharofermentans	1642647	S	312	-312	0	0.00000
Paludibacter propionicigenes	185300	S	426	-426	0	0.00000
Tenuifilum thalassicum	2590900	S	52	-52	0	0.00000
Labilibaculum antarcticum	1717717	S	302	-302	0	0.00000
Draconibacterium orientale	1168034	S	221	-221	0	0.00000
Draconibacterium sp. M1	2706887	S	58	-58	0	0.00000
Salinivirga cyanobacteriivorans	1307839	S	81	-81	0	0.00000
Alkalitalea saponilacus	889453	S	26	-26	0	0.00000
Flavobacterium sp. LPB0248	2614441	S	296	-296	0	0.00000
Flavobacterium sp. KBS0721	1179672	S	136	-136	0	0.00000
