name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Phocaeicola vulgatus	821	S	2151645	-2151645	0	0.00000
Phocaeicola dorei	357276	S	191920	-191920	0	0.00000
Phocaeicola salanitronis	376805	S	4296	-4296	0	0.00000
Bacteroides thetaiotaomicron	818	S	704164	-704164	0	0.00000
Bacteroides fragilis	817	S	605259	-605259	0	0.00000
Bacteroides xylanisolvens	371601	S	384430	-384430	0	0.00000
Bacteroides ovatus	28116	S	219214	-219214	0	0.00000
Bacteroides sp. HF-5141	2650158	S	90112	-90112	0	0.00000
Bacteroides sp. HF-5287	2650157	S	34729	-34729	0	0.00000
Bacteroides sp. M10	2763022	S	24621	-24621	0	0.00000
Bacteroides sp. CBA7301	2715212	S	15558	-15558	0	0.00000
Bacteroides sp. CACC 737	2755405	S	11122	-11122	0	0.00000
Bacteroides sp. HF-162	2785531	S	8680	-8680	0	0.00000
Bacteroides sp. A1C1	2528203	S	3993	-3993	0	0.00000
Bacteroides sp. PHL 2737	2162637	S	463	-463	0	0.00000
Bacteroides caecimuris	1796613	S	54880	-54880	0	0.00000
Bacteroides uniformis	820	S	15742	-15742	0	0.00000
Bacteroides caccae	47678	S	5764	-5764	0	0.00000
Bacteroides cellulosilyticus	246787	S	2219	-2219	0	0.00000
Bacteroides intestinalis	329854	S	1172	-1172	0	0.00000
Bacteroides zoogleoformans	28119	S	973	-973	0	0.00000
Bacteroides helcogenes	290053	S	707	-707	0	0.00000
Bacteroides heparinolyticus	28113	S	683	-683	0	0.00000
Bacteroides coprosuis	151276	S	270	-270	0	0.00000
Alistipes onderdonkii	328813	S	390989	-390989	0	0.00000
Alistipes finegoldii	214856	S	19795	-19795	0	0.00000
Alistipes shahii	328814	S	3003	-3003	0	0.00000
Alistipes communis	2585118	S	2798	-2798	0	0.00000
Alistipes indistinctus	626932	S	1303	-1303	0	0.00000
Alistipes megaguti	2364787	S	452	-452	0	0.00000
Alistipes dispar	2585119	S	170	-170	0	0.00000
Alistipes sp. dk3624	2662363	S	167	-167	0	0.00000
Mucinivorans hirudinis	1433126	S	52	-52	0	0.00000
Odoribacter splanchnicus	28118	S	96354	-96354	0	0.00000
Butyricimonas faecalis	2093856	S	11125	-11125	0	0.00000
Parabacteroides distasonis	823	S	31475	-31475	0	0.00000
Parabacteroides sp. CT06	2025876	S	1199	-1199	0	0.00000
Tannerella forsythia	28112	S	1592	-1592	0	0.00000
Tannerella sp. oral taxon HOT-286	712710	S	864	-864	0	0.00000
Duncaniella dubosii	2518971	S	2659	-2659	0	0.00000
Muribaculum sp. TLL-A4	2530390	S	1271	-1271	0	0.00000
Muribaculum intestinale	1796646	S	426	-426	0	0.00000
Prevotella intermedia	28131	S	1672	-1672	0	0.00000
Prevotella enoeca	76123	S	354	-354	0	0.00000
Prevotella melaninogenica	28132	S	264	-264	0	0.00000
Prevotella dentalis	52227	S	259	-259	0	0.00000
Prevotella sp. oral taxon 299	652716	S	130	-130	0	0.00000
Prevotella scopos	589437	S	89	-89	0	0.00000
Prevotella ruminicola	839	S	57	-57	0	0.00000
Prevotella oris	28135	S	49	-49	0	0.00000
Prevotella jejuni	1177574	S	41	-41	0	0.00000
Prevotella denticola	28129	S	25	-25	0	0.00000
Prevotella fusca	589436	S	21	-21	0	0.00000
Paraprevotella xylaniphila	454155	S	650	-650	0	0.00000
Alloprevotella sp. E39	2133944	S	34	-34	0	0.00000
Porphyromonas gingivalis	837	S	362	-362	0	0.00000
Porphyromonas asaccharolytica	28123	S	285	-285	0	0.00000
Porphyromonas crevioricanis	393921	S	55	-55	0	0.00000
Porphyromonas cangingivalis	36874	S	28	-28	0	0.00000
Barnesiella viscericola	397865	S	184	-184	0	0.00000
Dysgonomonas sp. HDW5A	2714926	S	19	-19	0	0.00000
Dysgonomonas sp. HDW5B	2714927	S	12	-12	0	0.00000
Proteiniphilum saccharofermentans	1642647	S	51	-51	0	0.00000
Petrimonas mucosa	1642646	S	45	-45	0	0.00000
Paludibacter propionicigenes	185300	S	35	-35	0	0.00000
Draconibacterium orientale	1168034	S	12	-12	0	0.00000
Chryseobacterium indologenes	253	S	121	-121	0	0.00000
Chryseobacterium sp. SNU WT5	2594269	S	10	-10	0	0.00000
Chryseobacterium sp. G0162	2487063	S	10	-10	0	0.00000
Chryseobacterium gallinarum	1324352	S	51	-51	0	0.00000
Chryseobacterium nakagawai	1241982	S	22	-22	0	0.00000
Chryseobacterium taihuense	1141221	S	21	-21	0	0.00000
Chryseobacterium glaciei	1685010	S	15	-15	0	0.00000
Chryseobacterium carnipullorum	1124835	S	10	-10	0	0.00000
Ornithobacterium rhinotracheale	28251	S	226	-226	0	0.00000
Empedobacter falsenii	343874	S	25	-25	0	0.00000
Empedobacter stercoris	1628248	S	14	-14	0	0.00000
Elizabethkingia anophelis	1117645	S	25	-25	0	0.00000
Cruoricaptor ignavus	1118202	S	29	-29	0	0.00000
Cloacibacterium normanense	237258	S	11	-11	0	0.00000
Riemerella anatipestifer	34085	S	10	-10	0	0.00000
Flavobacterium sp. MDT1-60	1979344	S	22	-22	0	0.00000
Flavobacterium sp. 140616W15	2478552	S	10	-10	0	0.00000
Flavobacterium album	2175091	S	64	-64	0	0.00000
Flavobacterium anhuiense	459526	S	47	-47	0	0.00000
Flavobacterium columnare	996	S	38	-38	0	0.00000
Flavobacterium crocinum	2183896	S	32	-32	0	0.00000
Flavobacterium crassostreae	1763534	S	30	-30	0	0.00000
Flavobacterium commune	1306519	S	17	-17	0	0.00000
Polaribacter haliotis	1888915	S	32	-32	0	0.00000
Polaribacter sp. L3A8	2686361	S	14	-14	0	0.00000
Myroides phaeus	702745	S	46	-46	0	0.00000
Tenacibaculum jejuense	584609	S	19	-19	0	0.00000
Gramella echinicola	279359	S	12	-12	0	0.00000
Salegentibacter salegens	143223	S	13	-13	0	0.00000
Aquimarina sp. BL5	1714860	S	10	-10	0	0.00000
Mariniflexile sp. TRM1-10	2027857	S	19	-19	0	0.00000
Arenibacter algicola	616991	S	15	-15	0	0.00000
Gillisia sp. Hel1_33_143	1336796	S	12	-12	0	0.00000
Fluviicola taffensis	191579	S	58	-58	0	0.00000
Blattabacterium cuenoti	1653831	S	27	-27	0	0.00000
Owenweeksia hongkongensis	253245	S	11	-11	0	0.00000
Spirosoma sp. TS118	2735870	S	18	-18	0	0.00000
Spirosoma radiotolerans	1379870	S	12	-12	0	0.00000
Allopseudarcicella aquatilis	998844	S	48	-48	0	0.00000
Rhodocytophaga sp. 172606-1	2704465	S	39	-39	0	0.00000
Leadbetterella byssophila	316068	S	14	-14	0	0.00000
Fibrella aestuarina	651143	S	10	-10	0	0.00000
Cytophaga hutchinsonii	985	S	10	-10	0	0.00000
Pontibacter sp. SGAir0037	2571030	S	56	-56	0	0.00000
Pontibacter akesuensis	388950	S	16	-16	0	0.00000
Hymenobacter sp. NBH84	2596915	S	10	-10	0	0.00000
Echinicola strongylocentroti	1795355	S	10	-10	0	0.00000
Algoriphagus sp. Y33	2772483	S	17	-17	0	0.00000
Mucilaginibacter gotjawali	1550579	S	60	-60	0	0.00000
Mucilaginibacter sp. G2-14	2740462	S	14	-14	0	0.00000
Mucilaginibacter paludis	423351	S	12	-12	0	0.00000
Mucilaginibacter mallensis	652787	S	12	-12	0	0.00000
Pedobacter sp. PACM 27299	1727164	S	13	-13	0	0.00000
Pedobacter sp. KBS0701	2578106	S	13	-13	0	0.00000
Pedobacter cryoconitis	188932	S	34	-34	0	0.00000
Pedobacter heparinus	984	S	16	-16	0	0.00000
Pedobacter roseus	336820	S	15	-15	0	0.00000
Pedobacter steynii	430522	S	10	-10	0	0.00000
Sphingobacterium thalpophilum	259	S	59	-59	0	0.00000
Sphingobacterium sp. ML3W	1538644	S	16	-16	0	0.00000
Sphingobacterium sp. G1-14	2003121	S	12	-12	0	0.00000
Sphingobacterium lactis	797291	S	12	-12	0	0.00000
Olivibacter sp. SDN3	2764720	S	11	-11	0	0.00000
Chitinophaga sp. H33E-04	2703787	S	55	-55	0	0.00000
Chitinophaga sp. MD30	2033437	S	11	-11	0	0.00000
Chitinophaga sp. XS-30	2604421	S	11	-11	0	0.00000
Paraflavitalea soli	2315862	S	23	-23	0	0.00000
Flavisolibacter ginsenosidimutans	661481	S	16	-16	0	0.00000
Niastella koreensis	354356	S	18	-18	0	0.00000
Filimonas lacunae	477680	S	15	-15	0	0.00000
Panacibacter ginsenosidivorans	1813871	S	10	-10	0	0.00000
Haliscomenobacter hydrossis	2350	S	35	-35	0	0.00000
Rhodothermus marinus	29549	S	10	-10	0	0.00000
Chlorobium phaeobacteroides	1096	S	10	-10	0	0.00000
Prosthecochloris sp. HL-130-GSB	1974213	S	10	-10	0	0.00000
Melioribacter roseus	1134405	S	13	-13	0	0.00000
Ignavibacterium album	591197	S	11	-11	0	0.00000
Candidatus Cyclonatronum proteinivorum	1457365	S	10	-10	0	0.00000
Gemmatirosa kalamazoonesis	861299	S	16	-16	0	0.00000
Fibrobacter succinogenes	833	S	12	-12	0	0.00000
Lachnospira eligens	39485	S	29077	-29077	0	0.00000
Roseburia intestinalis	166486	S	13389	-13389	0	0.00000
Roseburia hominis	301301	S	5518	-5518	0	0.00000
Blautia sp. SC05B48	2479767	S	10102	-10102	0	0.00000
Blautia sp. LZLJ-3	2779518	S	250	-250	0	0.00000
Blautia argi	1912897	S	1223	-1223	0	0.00000
Blautia producta	33035	S	1204	-1204	0	0.00000
Blautia hansenii	1322	S	966	-966	0	0.00000
Anaerostipes hadrus	649756	S	10043	-10043	0	0.00000
Anaerostipes rhamnosivorans	1229621	S	1121	-1121	0	0.00000
Anaerostipes caccae	105841	S	369	-369	0	0.00000
[Ruminococcus] gnavus	33038	S	11051	-11051	0	0.00000
Enterocloster bolteae	208479	S	5074	-5074	0	0.00000
Enterocloster clostridioformis	1531	S	1303	-1303	0	0.00000
Anaerobutyricum hallii	39488	S	6308	-6308	0	0.00000
[Clostridium] scindens	29347	S	1273	-1273	0	0.00000
Lachnoclostridium sp. YL32	1834196	S	895	-895	0	0.00000
Lachnoclostridium phocaeense	1871021	S	801	-801	0	0.00000
[Clostridium] hylemonae	89153	S	263	-263	0	0.00000
Lachnoclostridium phytofermentans	66219	S	167	-167	0	0.00000
