name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Alistipes onderdonkii	328813	S	4544709	-4544709	0	0.00000
Alistipes finegoldii	214856	S	87542	-87542	0	0.00000
Alistipes shahii	328814	S	68249	-68249	0	0.00000
Alistipes communis	2585118	S	59785	-59785	0	0.00000
Alistipes dispar	2585119	S	31509	-31509	0	0.00000
Alistipes indistinctus	626932	S	3617	-3617	0	0.00000
Alistipes sp. dk3624	2662363	S	2304	-2304	0	0.00000
Alistipes megaguti	2364787	S	1869	-1869	0	0.00000
Mucinivorans hirudinis	1433126	S	262	-262	0	0.00000
Bacteroides fragilis	817	S	17298	-17298	0	0.00000
Bacteroides ovatus	28116	S	3636	-3636	0	0.00000
Bacteroides intestinalis	329854	S	2345	-2345	0	0.00000
Bacteroides sp. M10	2763022	S	898	-898	0	0.00000
Bacteroides sp. HF-5287	2650157	S	622	-622	0	0.00000
Bacteroides sp. PHL 2737	2162637	S	504	-504	0	0.00000
Bacteroides sp. HF-162	2785531	S	143	-143	0	0.00000
Bacteroides sp. CACC 737	2755405	S	24	-24	0	0.00000
Bacteroides sp. A1C1	2528203	S	22	-22	0	0.00000
Bacteroides sp. HF-5141	2650158	S	19	-19	0	0.00000
Bacteroides sp. CBA7301	2715212	S	17	-17	0	0.00000
Bacteroides uniformis	820	S	1150	-1150	0	0.00000
Bacteroides caecimuris	1796613	S	1045	-1045	0	0.00000
Bacteroides cellulosilyticus	246787	S	420	-420	0	0.00000
Bacteroides thetaiotaomicron	818	S	380	-380	0	0.00000
Bacteroides xylanisolvens	371601	S	129	-129	0	0.00000
Bacteroides caccae	47678	S	98	-98	0	0.00000
Bacteroides coprosuis	151276	S	50	-50	0	0.00000
Bacteroides helcogenes	290053	S	42	-42	0	0.00000
Bacteroides heparinolyticus	28113	S	40	-40	0	0.00000
Bacteroides zoogleoformans	28119	S	13	-13	0	0.00000
Parabacteroides distasonis	823	S	9677	-9677	0	0.00000
Parabacteroides sp. CT06	2025876	S	16	-16	0	0.00000
Tannerella sp. oral taxon HOT-286	712710	S	19	-19	0	0.00000
Tannerella forsythia	28112	S	17	-17	0	0.00000
Phocaeicola dorei	357276	S	1888	-1888	0	0.00000
Phocaeicola vulgatus	821	S	973	-973	0	0.00000
Phocaeicola salanitronis	376805	S	213	-213	0	0.00000
Prevotella intermedia	28131	S	595	-595	0	0.00000
Prevotella dentalis	52227	S	65	-65	0	0.00000
Prevotella denticola	28129	S	54	-54	0	0.00000
Prevotella enoeca	76123	S	46	-46	0	0.00000
Prevotella ruminicola	839	S	42	-42	0	0.00000
Prevotella melaninogenica	28132	S	29	-29	0	0.00000
Prevotella fusca	589436	S	28	-28	0	0.00000
Prevotella scopos	589437	S	17	-17	0	0.00000
Prevotella oris	28135	S	14	-14	0	0.00000
Paraprevotella xylaniphila	454155	S	348	-348	0	0.00000
Alloprevotella sp. E39	2133944	S	22	-22	0	0.00000
Duncaniella dubosii	2518971	S	13	-13	0	0.00000
Muribaculum intestinale	1796646	S	143	-143	0	0.00000
Muribaculum sp. TLL-A4	2530390	S	34	-34	0	0.00000
Porphyromonas gingivalis	837	S	206	-206	0	0.00000
Odoribacter splanchnicus	28118	S	166	-166	0	0.00000
Butyricimonas faecalis	2093856	S	36	-36	0	0.00000
Dysgonomonas sp. HDW5A	2714926	S	18	-18	0	0.00000
Paludibacter propionicigenes	185300	S	23	-23	0	0.00000
Tenuifilum thalassicum	2590900	S	18	-18	0	0.00000
Barnesiella viscericola	397865	S	14	-14	0	0.00000
Alkalitalea saponilacus	889453	S	44	-44	0	0.00000
Draconibacterium sp. M1	2706887	S	15	-15	0	0.00000
Draconibacterium orientale	1168034	S	13	-13	0	0.00000
Labilibaculum antarcticum	1717717	S	19	-19	0	0.00000
Salinivirga cyanobacteriivorans	1307839	S	16	-16	0	0.00000
Flavobacterium columnare	996	S	347	-347	0	0.00000
Flavobacterium sp. Sr18	935222	S	26	-26	0	0.00000
Flavobacterium sp. KBS0721	1179672	S	17	-17	0	0.00000
Flavobacterium sp. HYN0086	2249356	S	12	-12	0	0.00000
Flavobacterium kingsejongi	1678728	S	74	-74	0	0.00000
Flavobacterium anhuiense	459526	S	41	-41	0	0.00000
Flavobacterium johnsoniae	986	S	40	-40	0	0.00000
Flavobacterium commune	1306519	S	19	-19	0	0.00000
Flavobacterium magnum	2162713	S	12	-12	0	0.00000
Flavobacterium pallidum	2172098	S	11	-11	0	0.00000
Flavobacterium alkalisoli	2602769	S	10	-10	0	0.00000
Maribacter sp. HTCC2170	313603	S	79	-79	0	0.00000
Capnocytophaga gingivalis	1017	S	21	-21	0	0.00000
Capnocytophaga canimorsus	28188	S	13	-13	0	0.00000
Polaribacter sp. Hel1_33_78	1336804	S	22	-22	0	0.00000
Polaribacter sp. ALD11	2058137	S	17	-17	0	0.00000
Polaribacter sp. L12M9	2738844	S	11	-11	0	0.00000
Myroides phaeus	702745	S	35	-35	0	0.00000
Myroides sp. CJ210	2572594	S	17	-17	0	0.00000
Gramella sp. MAR_2010_147	1250205	S	18	-18	0	0.00000
Gramella echinicola	279359	S	11	-11	0	0.00000
Formosa sp. L2A11	2686363	S	17	-17	0	0.00000
Formosa sp. Hel3_A1_48	1336795	S	16	-16	0	0.00000
Formosa sp. Hel1_33_131	1336794	S	11	-11	0	0.00000
Salegentibacter sp. T436	1729720	S	24	-24	0	0.00000
Salegentibacter salegens	143223	S	12	-12	0	0.00000
Aquimarina sp. AD1	1714848	S	20	-20	0	0.00000
Muricauda lutaonensis	516051	S	14	-14	0	0.00000
Muricauda ruestringensis	111501	S	13	-13	0	0.00000
Cellulophaga sp. L1A9	2686362	S	14	-14	0	0.00000
Cellulophaga baltica	76594	S	11	-11	0	0.00000
Croceibacter atlanticus	313588	S	30	-30	0	0.00000
Algibacter sp. L1A34	2686365	S	14	-14	0	0.00000
Muriicola sp. MMS17-SY002	2507538	S	23	-23	0	0.00000
Zunongwangia profunda	398743	S	20	-20	0	0.00000
Kordia sp. SMS9	2282170	S	17	-17	0	0.00000
Psychroserpens sp. NJDZ02	2570561	S	17	-17	0	0.00000
Aureitalea sp. RR4-38	2094025	S	16	-16	0	0.00000
Gillisia sp. Hel1_33_143	1336796	S	13	-13	0	0.00000
Antarcticibacterium flavum	2058175	S	11	-11	0	0.00000
Robiginitalea biformata	252307	S	11	-11	0	0.00000
Tamlana sp. UJ94	2069432	S	11	-11	0	0.00000
Mariniflexile sp. TRM1-10	2027857	S	10	-10	0	0.00000
Chryseobacterium sp.	1871047	S	24	-24	0	0.00000
Chryseobacterium sp. POL2	2713414	S	22	-22	0	0.00000
Chryseobacterium sp. 3008163	2478663	S	20	-20	0	0.00000
Chryseobacterium sp. JV274	1932669	S	17	-17	0	0.00000
Chryseobacterium sp. StRB126	878220	S	11	-11	0	0.00000
Chryseobacterium gleum	250	S	35	-35	0	0.00000
Chryseobacterium carnipullorum	1124835	S	23	-23	0	0.00000
Chryseobacterium gallinarum	1324352	S	22	-22	0	0.00000
Chryseobacterium camelliae	1265445	S	21	-21	0	0.00000
Chryseobacterium indologenes	253	S	16	-16	0	0.00000
Chryseobacterium aureum	2497456	S	14	-14	0	0.00000
Chryseobacterium glaciei	1685010	S	12	-12	0	0.00000
Chryseobacterium jeonii	266749	S	13	-13	0	0.00000
Chryseobacterium lactis	1241981	S	11	-11	0	0.00000
Elizabethkingia miricola	172045	S	28	-28	0	0.00000
Elizabethkingia anophelis	1117645	S	28	-28	0	0.00000
Elizabethkingia sp. JS20170427COW	2583851	S	10	-10	0	0.00000
Empedobacter brevis	247	S	25	-25	0	0.00000
Empedobacter stercoris	1628248	S	14	-14	0	0.00000
Empedobacter falsenii	343874	S	12	-12	0	0.00000
Apibacter raozihei	2500547	S	26	-26	0	0.00000
Riemerella anatipestifer	34085	S	21	-21	0	0.00000
Blattabacterium cuenoti	1653831	S	31	-31	0	0.00000
Blattabacterium punctulatus	164514	S	21	-21	0	0.00000
Hymenobacter sp. TS19	2735321	S	26	-26	0	0.00000
Hymenobacter sp. PAMC 26628	1484118	S	19	-19	0	0.00000
Hymenobacter sp. PAMC 26554	1484116	S	17	-17	0	0.00000
Hymenobacter sp. BRD128	2675878	S	10	-10	0	0.00000
Hymenobacter sedentarius	1411621	S	23	-23	0	0.00000
Hymenobacter oligotrophus	2319843	S	19	-19	0	0.00000
Hymenobacter swuensis	1446467	S	12	-12	0	0.00000
Pontibacter sp. SGAir0037	2571030	S	34	-34	0	0.00000
Pontibacter russatus	2694929	S	14	-14	0	0.00000
Pontibacter actiniarum	323450	S	11	-11	0	0.00000
Rufibacter sp. DG15C	1379909	S	21	-21	0	0.00000
